name,gender,frequency,frequency_ew_new,frequency_ni,frequency_scot,frequency_us_vic,frequency_us_ed,frequency_us_bs,frequency_us_wwi,frequency_us_it,frequency_us_bsii,frequency_us_wwii,frequency_us_post,nameBCenterMatch,nameBWizMatch,nameBehindMatch,nameMatch,soundex
NGOZICHUKWUKA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N222
NHI,1,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N000
NIA,1,0,663,0,25,0,0,0,0,0,0,0,13,False,True,True,True,N000
NIAH,1,0,28,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N000
NIAL,0,0,56,3,24,0,0,6,0,29,0,0,12,False,False,False,False,N400
NIALA,1,0,7,0,6,0,0,0,0,0,0,0,0,False,False,False,False,N400
NIALL,0,0,2053,410,1259,0,0,0,0,0,0,0,0,False,True,True,True,N400
NIALL,1,0,0,0,36,0,0,0,0,0,0,0,0,False,False,False,False,N400
NIAM,0,0,36,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N500
NIAMH,1,0,4207,830,761,0,0,0,0,0,0,0,0,False,True,True,True,N500
NIAOMI,1,0,10,0,5,0,0,0,0,0,0,0,0,False,False,False,False,N500
NIAZ,0,0,10,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N200
NICANDRO,0,0,0,0,3,0,0,0,0,6,0,0,0,False,False,False,False,N253
NICANOR,0,0,0,0,0,0,5,7,6,74,8,12,65,False,False,True,False,N256
NICANORA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,N256
NICASIO,0,0,0,0,0,0,0,0,0,5,0,0,5,False,True,False,False,N220
NICCI,0,0,0,0,4,0,0,0,0,0,0,0,0,False,False,False,False,N200
NICCI,1,0,4,0,4,0,0,0,0,0,0,0,0,False,False,False,False,N200
NICCO,0,0,0,0,3,0,0,0,0,0,0,0,0,False,True,False,False,N200
NICCOLE,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N240
NICCOLO,0,0,7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N240
NICEY,1,0,0,0,0,20,12,0,5,46,0,0,5,False,False,False,False,N200
NICHAELA,1,0,0,0,5,0,0,0,0,0,0,0,0,False,False,False,False,N240
NICHELLE,1,0,0,0,3,0,0,0,0,0,0,0,0,False,True,False,False,N240
NICHLOS,0,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,N242
NICHOL,1,0,15,0,4,0,0,0,0,0,0,5,0,False,True,False,False,N240
NICHOLA,1,1,127,15,724,0,0,0,0,0,0,19,91,False,False,True,False,N240
NICHOLAS,0,6,5585,76,3517,1682,3254,3996,2901,24643,3344,5655,19179,False,True,True,True,N242
NICHOLAS,1,0,0,0,188,0,0,7,6,139,6,12,26,False,False,False,False,N242
NICHOLAUS,0,0,0,0,0,0,0,0,0,0,0,0,9,False,True,False,False,N242
NICHOLE,1,0,110,6,75,0,0,0,0,0,0,32,42,False,True,True,True,N240
NICHOLES,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,False,False,N242
NICHOLETTA,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,N243
NICHOLETTE,1,0,0,0,0,0,0,0,0,0,0,0,72,False,False,False,False,N243
NICHOLINA,1,0,0,0,0,0,0,6,0,19,0,0,0,False,False,False,False,N245
NICHOLL,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N240
NICHOLLE,1,0,0,0,10,0,0,0,0,0,0,0,0,False,False,False,False,N240
NICHOLOS,0,0,0,0,0,0,0,5,8,32,0,5,11,False,False,False,False,N242
NICHOLS,0,0,0,0,0,0,0,16,5,37,10,0,24,False,False,False,False,N242
NICIE,1,0,0,0,0,53,62,22,20,59,0,0,5,False,False,False,False,N200
NICK,0,0,61,0,26,789,1351,1723,1466,12185,1255,2065,4345,False,True,True,True,N200
NICK,1,0,0,0,0,0,0,5,5,67,0,0,0,False,False,False,False,N200
NICKAELA,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N240
NICKALAS,0,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,N242
NICKEY,0,0,0,0,0,0,0,0,0,115,56,114,353,False,False,False,False,N200
NICKEY,1,0,0,0,0,0,0,0,0,6,0,7,15,False,False,False,False,N200
NICKI,0,0,3,0,33,0,0,0,0,0,5,21,52,False,False,False,False,N200
NICKI,1,0,22,0,43,0,0,0,0,48,49,219,955,False,True,False,False,N200
NICKIE,0,0,0,0,7,0,0,6,5,221,66,117,299,False,False,False,False,N200
NICKIE,1,0,0,0,7,0,0,0,6,117,38,112,380,False,True,False,False,N200
NICKITA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N230
NICKLAS,0,0,0,0,0,0,0,5,0,19,0,5,36,False,True,False,False,N242
NICKLAUS,0,0,0,0,3,0,0,0,0,0,0,0,0,False,True,False,False,N242
NICKLES,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,N242
NICKLOS,0,0,0,0,0,0,0,5,0,16,0,5,30,False,False,False,False,N242
NICKOLA,0,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,N240
NICKOLA,1,0,3,0,18,0,0,0,0,0,0,13,25,False,False,False,False,N240
NICKOLAS,0,0,35,0,23,54,185,292,274,2117,191,301,856,False,True,True,True,N242
NICKOLAUS,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,True,False,N242
NICKOLES,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,N242
NICKOLETTE,1,0,0,0,0,0,0,0,0,0,0,0,24,False,False,False,False,N243
NICKSON,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N250
NICKY,0,0,120,0,275,0,0,0,5,379,175,353,1174,False,True,True,True,N200
NICKY,1,0,23,0,32,0,0,0,0,48,20,66,142,False,False,False,False,N200
NICLAS,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N242
NICO,0,0,241,0,106,0,0,0,0,0,0,0,0,False,True,True,True,N200
NICO,1,0,7,0,10,0,0,0,0,0,0,0,0,False,True,False,False,N200
NICODEMUS,0,0,0,0,0,0,0,0,0,6,0,0,0,False,True,True,True,N235
NICOL,0,0,0,0,120,0,0,0,0,0,0,0,0,False,False,True,False,N240
NICOL,1,0,62,0,14,0,0,0,0,0,0,0,0,False,False,True,False,N240
NICOLA,0,0,3,0,11,0,49,74,52,300,29,22,105,False,True,True,True,N240
NICOLA,1,5,2081,97,14545,0,0,0,0,21,30,83,304,False,True,True,True,N240
NICOLA-ANN,1,0,0,0,5,0,0,0,0,0,0,0,0,False,False,False,False,
NICOLA-ANNE,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,
NICOLA-JANE,1,0,0,0,15,0,0,0,0,0,0,0,0,False,False,False,False,
NICOLAAS,0,0,0,0,4,0,0,0,0,0,0,0,0,False,True,True,True,N242
NICOLAI,0,0,7,0,0,0,0,0,0,0,0,0,0,False,True,False,False,N240
NICOLAS,0,0,361,4,171,50,123,127,109,1370,150,250,845,False,True,True,True,N242
NICOLAS,1,0,0,0,7,0,0,0,0,5,0,0,0,False,False,False,False,N242
NICOLASA,1,0,0,0,0,18,52,46,28,478,27,45,84,False,True,True,True,N242
NICOLE,1,1,7275,518,6028,0,0,0,0,28,69,277,798,False,True,True,True,N240
NICOLE-LOUISE,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
NICOLENA,1,0,0,0,0,0,0,29,11,76,0,0,0,False,False,False,False,N245
NICOLENE,1,0,0,0,0,0,0,0,0,0,0,0,6,False,True,False,False,N245
NICOLET,1,0,0,0,0,0,0,0,0,0,0,0,6,False,False,True,False,N243
NICOLETTA,1,0,13,0,3,0,26,37,42,402,45,47,111,False,True,True,True,N243
NICOLETTE,1,0,21,0,17,0,0,11,0,68,36,52,611,False,True,True,True,N243
NICOLI,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,N240
NICOLINA,1,0,7,0,0,5,54,62,57,414,29,37,58,False,True,True,True,N245
NICOLINE,1,0,0,0,0,0,6,0,7,5,0,0,0,False,True,True,True,N245
NICOLL,0,0,0,0,8,0,0,0,0,0,0,0,0,False,False,False,False,N240
NICOLL,1,0,4,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N240
NICOLLA,1,0,0,0,14,0,0,0,0,0,0,0,0,False,False,False,False,N240
NICOLLE,1,0,53,0,344,0,0,0,0,0,0,0,0,False,True,False,False,N240
NICOLO,0,0,3,0,3,0,0,19,15,80,0,0,5,False,True,False,False,N240
NICOS,0,0,11,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N220
NICY,1,0,0,0,0,13,7,0,0,28,0,0,0,False,False,False,False,N200
NIDA,1,0,82,0,25,0,25,45,24,270,14,26,56,False,True,True,True,N300
NIDAA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N300
NIDAH,1,0,14,0,5,0,0,0,0,0,0,0,0,False,False,False,False,N300
NIDHA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N300
NIDHI,1,0,20,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N300
NIDIA,1,0,0,0,0,0,0,0,0,0,0,5,84,False,True,True,True,N300
NIEL,0,0,0,0,18,0,7,14,26,274,47,63,176,False,False,False,False,N400
NIEL,1,0,0,0,4,0,0,0,0,0,0,0,0,False,False,False,False,N400
NIELA,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N400
NIELS,0,0,10,0,7,5,21,27,22,206,23,35,122,False,True,True,True,N420
NIENKE,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,True,False,N520
NIESHA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N200
NIETA,1,0,0,0,0,0,0,0,0,0,0,0,6,False,False,False,False,N300
NIEVE,1,0,61,0,7,0,0,0,0,0,0,0,0,False,True,True,True,N100
NIEVES,0,0,0,0,0,0,5,14,5,194,12,35,71,False,False,False,False,N120
NIEVES,1,0,0,0,0,0,24,28,15,315,29,18,81,False,True,True,True,N120
NIGEL,0,4,100,14,135,0,0,0,0,18,7,0,82,False,True,True,True,N240
NIGEL,1,0,0,0,16,0,0,5,6,6,0,0,0,False,False,False,False,N240
NIHA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N000
NIHAL,0,0,19,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N400
NIHAL,1,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N400
NIHLA,1,0,0,0,0,0,0,0,7,13,0,0,0,False,False,False,False,N400
NII,0,0,11,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N000
NIILO,0,0,0,0,0,0,0,13,7,5,0,0,0,False,True,True,True,N400
NIK,0,0,5,0,9,0,0,0,0,0,0,0,0,False,False,True,False,N200
NIK,1,0,5,0,4,0,0,0,0,0,0,0,0,False,False,False,False,N200
NIKA,1,0,4,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N200
NIKAELA,1,0,0,0,5,0,0,0,0,0,0,0,0,False,False,False,False,N240
NIKAILA,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N240
NIKAYLA,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N240
NIKE,1,0,0,0,0,0,0,0,0,0,0,0,11,False,True,True,True,N200
NIKEISHA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N220
NIKESH,0,0,58,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N220
NIKET,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N230
NIKETA,1,0,15,0,6,0,0,0,0,0,0,0,0,False,False,True,False,N230
NIKHIL,0,0,291,0,9,0,0,0,0,0,0,0,0,False,True,True,True,N240
NIKHITA,1,0,62,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N230
NIKI,0,0,7,0,49,0,0,0,0,0,0,5,0,False,False,False,False,N200
NIKI,1,0,30,0,50,0,0,0,0,18,28,88,534,False,True,False,False,N200
NIKIA,1,0,8,0,0,0,0,0,0,0,0,0,0,False,True,False,False,N200
NIKISHA,1,0,66,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N220
NIKITA,0,0,38,0,3,0,0,0,0,0,0,0,0,False,True,True,True,N230
NIKITA,1,0,1434,70,160,0,0,0,0,0,0,0,10,False,True,True,True,N230
NIKITTA,1,0,19,0,7,0,0,0,0,0,0,0,0,False,False,False,False,N230
NIKKI,0,0,12,0,127,0,0,0,0,0,0,5,27,False,False,False,False,N200
NIKKI,1,0,327,13,1019,0,0,0,0,125,147,573,2163,False,True,True,True,N200
NIKKI-LEE,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,
NIKKIA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N200
NIKKIE,1,0,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,N200
NIKKITA,1,0,121,0,17,0,0,0,0,0,0,0,0,False,False,False,False,N230
NIKKY,0,0,0,0,7,0,0,0,0,0,0,0,0,False,False,False,False,N200
NIKKY,1,0,0,0,4,0,0,0,0,0,0,0,0,False,False,False,False,N200
NIKLAS,0,0,18,0,3,0,0,0,0,0,0,0,0,False,True,True,True,N242
NIKO,0,0,23,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N200
NIKOLA,0,0,21,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N240
NIKOLA,1,0,9,0,74,0,0,0,0,0,0,0,5,False,True,True,True,N240
NIKOLAI,0,0,42,0,9,0,0,0,0,0,0,0,0,False,True,True,True,N240
NIKOLAOS,0,0,26,0,11,0,0,0,0,0,0,0,0,False,True,True,True,N242
NIKOLAS,0,0,82,0,49,0,0,0,0,6,0,0,5,False,True,True,True,N242
NIKOLAUS,0,0,3,0,6,0,0,0,0,0,0,0,0,False,True,True,True,N242
NIKOLE,1,0,14,0,21,0,0,0,0,0,0,0,0,False,True,True,True,N240
NIKOLINA,1,0,7,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N245
NIKOS,0,0,14,0,0,0,0,0,0,0,0,0,0,False,True,False,False,N220
NIKOU,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N200
NIKUL,0,0,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N240
NIKUNJ,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N252
NILA,1,0,11,0,3,70,166,119,94,1710,280,342,790,False,True,True,True,N400
NILAH,1,0,0,0,0,0,0,6,7,105,5,7,0,False,True,False,False,N400
NILANI,1,0,3,0,0,0,0,0,0,0,0,0,0,False,True,False,False,N450
NILAY,0,0,11,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N400
NILDA,1,0,0,0,0,0,5,15,13,275,47,69,465,False,True,True,True,N430
NILE,0,0,122,0,12,17,43,71,50,492,92,96,169,False,False,False,False,N400
NILEEMA,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N450
NILENE,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,N450
NILES,0,0,33,0,0,10,36,57,67,613,98,181,403,False,True,True,True,N420
NILESH,0,0,8,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N420
NILIMA,1,0,26,0,0,0,0,0,0,0,0,0,0,False,False,True,False,N450
NILLA,1,0,0,0,0,0,0,0,0,10,0,0,0,False,False,False,False,N400
NILLIE,1,0,0,0,0,0,5,11,7,70,5,11,5,False,False,False,False,N400
NILO,0,0,0,0,0,0,0,0,5,38,0,10,5,False,False,False,False,N400
NILS,0,0,27,0,13,7,29,61,39,501,75,97,278,False,True,True,True,N420
NILSA,1,0,0,0,0,0,0,0,0,0,0,0,171,False,True,False,False,N420
NILTON,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,N435
NIM,0,0,0,0,0,6,0,5,0,17,0,0,0,False,False,False,False,N500
NIMA,0,0,32,0,4,0,0,0,0,0,0,0,0,False,False,True,False,N500
NIMA,1,0,3,0,0,0,0,0,0,22,0,0,0,False,False,True,False,N500
NIMAH,1,0,16,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N500
NIMAT,1,0,6,0,0,0,0,0,0,0,0,0,0,False,False,True,False,N530
NIMCO,1,0,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N520
NIMESH,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N520
NIMISHA,1,0,18,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N520
NIMO,1,0,17,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N500
NIMRA,1,0,126,0,7,0,0,0,0,0,0,0,0,False,False,False,False,N560
NIMRAH,1,0,70,0,6,0,0,0,0,0,0,0,0,False,False,False,False,N560
NIMROD,0,0,0,0,0,10,5,7,19,82,5,0,10,False,True,True,True,N563
NINA,0,0,0,0,0,10,0,5,12,61,6,0,5,False,False,False,False,N500
NINA,1,0,904,17,341,5850,5561,3043,2319,22111,2704,3744,10239,False,True,True,True,N500
NINABELLE,1,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,N514
NINETTA,1,0,0,0,0,0,0,0,0,25,0,0,17,False,False,False,False,N530
NINETTE,1,0,0,0,0,0,0,0,0,46,16,6,102,False,True,True,True,N530
NINFA,1,0,0,0,0,0,33,28,35,714,101,131,384,False,True,False,False,N510
NINIAN,0,0,0,0,8,0,0,0,0,0,0,0,0,False,True,True,True,N550
NINNIE,1,0,0,0,0,71,10,5,0,50,0,0,0,False,False,False,False,N500
NINO,0,0,5,0,8,0,13,37,20,268,30,38,104,False,True,True,True,N500
NINON,1,0,0,0,0,0,0,0,0,5,0,0,5,False,True,True,True,N550
NIOKA,1,0,0,0,0,0,0,0,0,0,0,5,0,False,False,False,False,N200
NIOMA,1,0,0,0,0,0,0,5,0,72,0,6,12,False,False,False,False,N500
NIOMI,1,0,66,0,36,0,0,0,0,0,0,0,0,False,False,False,False,N500
NIOMIE,1,0,3,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N500
NIRA,0,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,N600
NIRA,1,0,0,0,0,0,0,0,7,292,0,5,61,False,True,False,False,N600
NIRAH,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N600
NIRAJ,0,0,29,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N620
NIRAL,0,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N640
NIRALI,1,0,17,0,0,0,0,0,0,0,0,0,0,False,True,False,False,N640
NIRAN,0,0,5,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N650
NIRAV,0,0,24,0,0,0,0,0,0,0,0,0,0,False,False,True,False,N610
NIRMAL,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N654
NIRMAL,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N654
NIROSHAN,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N625
NIRUJAN,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N625
NIRVANA,1,0,36,0,7,0,0,0,0,0,0,0,0,False,True,False,False,N615
NISA,1,0,36,0,9,0,0,0,0,0,0,0,5,False,False,False,False,N200
NISAR,0,0,0,0,4,0,0,0,0,0,0,0,0,False,False,False,False,N260
NISBA,1,0,8,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N210
NISBAH,1,0,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N210
NISHA,1,0,238,0,43,0,0,0,0,0,0,0,0,False,True,True,True,N200
NISHAAN,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N250
NISHAAT,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N230
NISHAL,0,0,5,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N240
NISHAN,0,0,15,0,0,0,0,0,0,6,0,0,0,False,True,False,False,N250
NISHANT,0,0,10,0,3,0,0,0,0,0,0,0,0,False,False,True,False,N253
NISHAT,1,0,123,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N230
NISHATH,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N230
NISHI,1,0,16,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N200
NISHIL,0,0,20,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N240
NISHITA,1,0,8,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N230
NISHMA,1,0,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N250
NISHTA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N230
NISREEN,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N265
NISSA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N200
NITA,1,0,8,0,0,403,528,291,225,3320,568,946,2639,False,True,True,True,N300
NITASHA,1,0,6,0,3,0,0,0,0,0,0,0,0,False,True,False,False,N320
NITESH,0,0,13,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N320
NITIN,0,0,7,0,4,0,0,0,0,0,0,0,0,False,True,True,True,N350
NITZA,1,0,0,0,0,0,0,0,0,0,0,0,12,False,True,True,True,N320
NIVA,1,0,4,0,0,0,7,5,0,18,5,0,6,False,False,False,False,N100
NIVEDITA,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N133
NIVEN,0,0,6,0,11,0,0,0,0,0,0,0,0,False,True,True,True,N150
NIVIA,1,0,0,0,0,0,0,0,0,0,0,0,17,False,False,False,False,N100
NIXIE,1,0,0,0,0,0,0,0,0,16,0,0,0,False,True,False,False,N200
NIXOLA,1,0,0,0,0,0,6,0,0,0,0,0,0,False,False,False,False,N240
NIXON,0,0,3,0,0,0,0,0,11,52,15,13,10,False,True,False,False,N250
NIYAH,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N000
NIYAZ,0,0,21,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N200
NIZAM,0,0,3,0,0,0,0,0,0,0,0,0,0,False,True,False,False,N250
NIZAMUDDIN,0,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N253
NIZAMUL,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N254
NIZAR,0,0,5,0,0,0,0,0,0,0,0,0,0,False,False,True,False,N260
NJAL,0,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N240
NJERI,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N260
NNAEMEKA,0,0,6,0,3,0,0,0,0,0,0,0,0,False,False,False,False,N520
NNAMDI,0,0,18,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N530
NNEKA,1,0,26,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N200
NNENNA,1,0,9,0,3,0,0,0,0,0,0,0,0,False,False,True,False,N500
NOA,0,0,10,0,0,0,0,0,0,0,0,0,0,False,False,False,False,N000
NOA,1,0,28,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N000
NOAH,0,0,1160,9,42,1673,956,589,466,4142,433,627,1325,False,True,True,True,N000
NOAH,1,0,0,0,0,0,0,0,0,6,0,0,0,False,True,True,True,N000
NOAL,0,0,0,0,0,0,0,21,12,155,25,19,23,False,False,False,False,N400
NOAM,0,0,12,0,0,0,0,0,0,0,0,0,0,False,True,True,True,N500
NOAM,1,0,3,0,0,0,0,0,0,0,0,0,0,False,True,False,False,N500
NOAMI,1,0,0,0,0,0,0,7,13,190,8,13,12,False,False,False,False,N500
NOBEL,0,0,0,0,0,0,0,0,6,34,0,0,0,False,False,False,False,N140
NOBERT,0,0,0,0,0,0,0,0,5,32,0,0,0,False,False,False,False,N163
NOBERTO,0,0,0,0,0,0,0,0,0,11,0,0,10,False,False,False,False,N163
NOBIA,1,0,0,0,0,0,0,11,0,10,0,0,0,False,False,False,False,N100
NOBIE,1,0,0,0,0,46,111,57,37,180,6,24,28,False,False,False,False,N100
NOBLE,0,0,0,0,0,447,513,418,332,2563,213,313,592,False,True,True,True,N140
NOBLE,1,0,0,0,0,0,18,27,25,164,15,10,16,False,False,False,False,N140
NOBORU,0,0,0,0,0,0,19,50,48,362,0,5,0,False,False,True,False,N160
NOBU,1,0,0,0,0,0,0,0,5,0,0,0,0,False,False,False,False,N100
NOBUE,1,0,0,0,0,0,0,0,0,12,0,0,0,False,False,False,False,N100
NOBUICHI,0,0,0,0,0,0,0,0,0,20,0,0,0,False,False,False,False,N120
NOBUKO,1,0,0,0,0,0,0,24,22,313,12,0,0,False,True,False,False,N120
NOBUO,0,0,0,0,0,0,6,33,17,186,0,0,0,False,False,False,False,N100
NOBUYE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,N100
NOBUYOSHI,0,0,0,0,0,0,0,5,0,6,0,0,0,False,False,False,False,N120
NOBUYUKI,0,0,0,0,0,0,0,0,0,19,0,0,0,False,False,True,False,N120
NODA,1,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,N300
NODIE,1,0,0,0,0,0,5,5,0,7,0,0,0,False,False,False,False,N300
NODRA,1,0,0,0,0,0,0,0,0,6,6,0,0,False,False,False,False,N360
NOE,0,0,0,0,0,0,0,26,18,539,90,185,624,False,True,True,True,N000
NOEL,0,1,123,30,81,268,579,540,378,5576,1106,1441,3036,False,True,True,True,N400
NOEL,1,0,0,0,8,0,22,36,32,666,215,333,868,False,True,False,False,N400
NOELA,1,0,0,0,0,0,0,0,0,24,0,13,13,False,True,True,True,N400
NOELEEN,1,0,0,0,6,0,0,0,0,0,0,0,0,False,False,False,False,N450
NOELENE,1,0,0,0,0,0,0,0,0,0,0,6,0,False,False,True,False,N450
NOELIA,1,0,0,0,0,0,0,0,0,14,16,24,266,False,True,True,True,N400
NOELIE,1,0,0,0,0,29,28,13,15,19,0,0,0,False,False,False,False,N400
NOELL,1,0,0,0,0,0,0,0,0,0,0,5,7,False,False,False,False,N400
NOELLA,1,0,3,0,0,5,51,74,61,498,60,48,166,False,True,True,True,N400
NOELLE,1,0,3,3,6,0,0,0,0,70,33,78,219,False,True,True,True,N400
NOEMA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,N500
NOEMI,1,0,12,0,0,0,0,5,8,333,75,124,548,False,True,True,True,N500
NOEMIE,1,0,13,0,0,26,10,10,6,5,0,0,0,False,False,False,False,N500
NOHA,1,0,3,0,8,0,0,0,0,0,0,0,0,False,False,False,False,N000
NOHEMI,1,0,0,0,0,0,0,0,0,0,0,0,26,False,True,True,True,N500
NOKOMIS,1,0,0,0,0,0,0,5,6,9,0,0,0,False,True,True,True,N252
NOLA,0,0,0,0,0,0,0,0,0,9,0,0,0,False,False,False,False,N400
NOLA,1,0,7,0,5,1482,1947,848,697,6506,811,1030,2133,False,True,True,True,N400
NOLAH,1,0,0,0,0,0,10,0,0,0,0,0,0,False,False,False,False,N400
NOLAN,0,0,8,0,14,122,373,376,281,3642,602,778,1840,False,True,True,True,N450
NOLAN,1,0,0,0,5,0,5,7,0,5,0,5,0,False,False,False,False,N450
NOLAND,0,0,0,0,0,0,12,25,22,220,33,39,116,False,False,False,False,N453
NOLBERTO,0,0,0,0,0,0,0,0,0,27,7,0,15,False,False,False,False,N416
NOLDA,1,0,0,0,0,0,0,7,6,0,0,0,0,False,False,False,False,N430
NOLEEN,1,0,0,0,6,0,0,0,0,0,0,0,0,False,False,False,False,N450
NOLEN,0,0,0,0,0,12,39,70,50,543,67,67,157,False,True,False,False,N450
NOLENE,1,0,0,0,0,0,0,5,0,35,0,8,5,False,False,True,False,N450
NOLI,1,0,0,0,0,0,0,0,0,0,0,0,8,False,False,False,False,N400
NOLIA,1,0,0,0,0,82,97,41,29,186,20,18,32,False,True,False,False,N400
NOLIE,0,0,0,0,0,0,0,7,0,0,0,0,0,False,False,False,False,N400
